cfname,updateddate,addeddate,reportdate,beds_ward_o,mechvent_o,isolbed_o,beds_ward_v,hfhudcode,icu_o,isolbed_v,icu_v,mechvent_v,id
GOV. ROQUE B. ABLAN SR. MEMORIAL HOSPITAL,2020-04-16 7:47:18,2020-04-16 7:47:18,2020-04-16,0,0,1,0,DOH000000000002073,0,8,2,1,94
GOV. ROQUE B. ABLAN SR. MEMORIAL HOSPITAL,2020-04-17 8:18:30,2020-04-17 8:18:30,2020-04-17,0,0,1,0,DOH000000000002073,0,8,2,1,975
ROXAS MEDICARE HOSPITAL,2020-04-17 7:46:14,2020-04-17 7:46:14,2020-04-17,0,0,2,0,DOH000000000002119,0,6,0,1,829
ROXAS MEDICARE HOSPITAL,2020-04-16 8:45:58,2020-04-16 8:45:58,2020-04-16,0,0,2,0,DOH000000000002119,0,6,0,1,224
"STA. TERESITA HOSPITAL, INC.",2020-04-18 16:52:20,2020-04-18 16:52:20,2020-04-18,0,0,0,2,DOH000000000002185,0,5,1,1,2386
"STA. TERESITA HOSPITAL, INC.",2020-04-17 9:36:11,2020-04-17 9:36:11,2020-04-17,0,0,0,2,DOH000000000002185,0,5,1,1,1193
"STA. TERESITA HOSPITAL, INC.",2020-04-16 17:07:06,2020-04-16 17:07:06,2020-04-16,0,0,0,2,DOH000000000002185,0,5,1,1,673
"PANABO POLYMEDIC HOSPITAL, INC.",2020-04-19 7:32:44,2020-04-19 7:32:44,2020-04-19,0,0,0,0,DOH000000000002595,0,3,0,1,2547
"PANABO POLYMEDIC HOSPITAL, INC.",2020-04-16 7:26:56,2020-04-16 7:26:56,2020-04-16,0,0,0,2,DOH000000000002595,0,1,0,1,67
"PANABO POLYMEDIC HOSPITAL, INC.",2020-04-17 7:32:56,2020-04-17 7:32:56,2020-04-17,0,0,0,2,DOH000000000002595,0,1,0,1,805
"PANABO POLYMEDIC HOSPITAL, INC.",2020-04-18 7:57:53,2020-04-18 7:57:53,2020-04-18,0,0,0,0,DOH000000000002595,0,3,0,1,1740
NAUJAN MUNICIPAL HOSPITAL,2020-04-18 17:37:47,2020-04-18 17:37:47,2020-04-18,0,0,0,0,DOH000000000002657,0,5,0,1,2401
NAUJAN MUNICIPAL HOSPITAL,2020-04-16 16:03:11,2020-04-16 16:03:11,2020-04-16,0,0,0,0,DOH000000000002657,0,5,0,1,637
REGION II TRAUMA AND MEDICAL CENTER      (VETERANS REGIONAL,2020-04-17 8:25:46,2020-04-17 8:25:46,2020-04-17,0,3,14,10,DOH000000000002703,4,33,0,1,1007
"DR. AMANDO L. GARCIA MEDICAL CENTER, INC.",2020-04-18 12:23:08,2020-04-18 12:23:08,2020-04-18,0,9,3,0,DOH000000000002820,0,0,0,1,2244
"DR. AMANDO L. GARCIA MEDICAL CENTER, INC.",2020-04-16 16:47:14,2020-04-16 16:47:14,2020-04-16,0,0,4,0,DOH000000000002820,0,0,0,1,666
ANDRES SORIANO MEMORIAL HOSPITAL COOPERATIVE,2020-04-18 7:26:14,2020-04-18 7:26:14,2020-04-18,0,0,0,0,DOH000000000002821,0,3,0,1,1669
ANDRES SORIANO MEMORIAL HOSPITAL COOPERATIVE,2020-04-17 7:50:21,2020-04-17 7:50:21,2020-04-17,0,0,0,0,DOH000000000002821,0,3,1,1,837
ANDRES SORIANO MEMORIAL HOSPITAL COOPERATIVE,2020-04-16 8:04:47,2020-04-16 8:04:47,2020-04-16,0,0,0,0,DOH000000000002821,0,3,1,1,126
ANDRES SORIANO MEMORIAL HOSPITAL COOPERATIVE,2020-04-19 8:28:09,2020-04-19 8:28:09,2020-04-19,0,0,0,0,DOH000000000002821,0,3,1,1,2772
JECSONS MEDICAL CENTER,2020-04-18 15:57:28,2020-04-18 15:57:28,2020-04-18,0,1,5,0,DOH000000000002882,2,2,0,1,2347
"CEBU SOUTH GENERAL HOSPITAL, INC.",2020-04-17 8:21:44,2020-04-17 8:21:44,2020-04-17,0,0,0,0,DOH000000000002930,0,2,0,1,990
LABUAN GENERAL HOSPITAL,2020-04-16 9:18:19,2020-04-16 9:18:19,2020-04-16,0,0,0,0,DOH000000000003075,0,1,0,1,283
LABUAN GENERAL HOSPITAL,2020-04-19 10:18:34,2020-04-19 10:18:34,2020-04-19,0,0,0,0,DOH000000000003075,0,1,0,1,2997
LABUAN GENERAL HOSPITAL,2020-04-18 8:13:31,2020-04-18 8:13:31,2020-04-18,0,0,0,0,DOH000000000003075,0,1,0,1,1849
LABUAN GENERAL HOSPITAL,2020-04-17 8:36:04,2020-04-17 8:36:04,2020-04-17,0,0,0,0,DOH000000000003075,0,0,1,1,1050
MEDICAL CENTRUM DAGUPAN,2020-04-16 10:18:32,2020-04-16 10:18:32,2020-04-16,0,0,0,1,DOH000000000003120,0,1,1,1,355
BUNAWAN DISTRICT HOSPITAL,2020-04-19 8:07:35,2020-04-19 8:07:35,2020-04-19,0,0,0,0,DOH000000000003192,0,2,0,1,2671
BUNAWAN DISTRICT HOSPITAL,2020-04-16 8:17:05,2020-04-16 8:17:05,2020-04-16,0,0,0,0,DOH000000000003192,0,2,0,1,157
BUNAWAN DISTRICT HOSPITAL,2020-04-18 8:18:05,2020-04-18 8:18:05,2020-04-18,0,0,0,0,DOH000000000003192,0,2,0,1,1869
BUNAWAN DISTRICT HOSPITAL,2020-04-17 8:26:04,2020-04-17 8:26:04,2020-04-17,0,0,0,0,DOH000000000003192,0,2,0,1,1008
R DE C GALVEZ MEDICAL CENTER,2020-04-16 13:59:51,2020-04-16 13:59:51,2020-04-16,0,0,1,0,DOH000000000003246,0,0,0,1,533
R DE C GALVEZ MEDICAL CENTER,2020-04-17 9:35:26,2020-04-17 9:35:26,2020-04-17,0,0,0,1,DOH000000000003246,0,0,0,1,1190
R DE C GALVEZ MEDICAL CENTER,2020-04-19 7:29:19,2020-04-19 7:29:19,2020-04-19,0,0,1,0,DOH000000000003246,0,2,0,1,2538
MOTHER TERESA OF CALCUTTA MEDICAL CENTER,2020-04-16 17:59:34,2020-04-16 17:59:01,2020-04-16,4,0,4,0,DOH000000000003314,0,0,0,1,696
MOTHER TERESA OF CALCUTTA MEDICAL CENTER,2020-04-19 8:05:41,2020-04-19 8:05:41,2020-04-19,0,0,3,1,DOH000000000003314,0,1,0,1,2662
MOTHER TERESA OF CALCUTTA MEDICAL CENTER,2020-04-17 10:33:16,2020-04-17 10:33:16,2020-04-17,4,0,4,0,DOH000000000003314,0,0,0,1,1278
MOTHER TERESA OF CALCUTTA MEDICAL CENTER,2020-04-18 8:58:35,2020-04-18 8:58:35,2020-04-18,3,0,3,1,DOH000000000003314,0,1,0,1,1999
Far North Luzon General Hospital & Training Center,2020-04-19 10:17:14,2020-04-19 10:17:14,2020-04-19,0,0,0,2,DOH000000000003376,0,12,1,1,2996
Far North Luzon General Hospital & Training Center,2020-04-17 10:52:27,2020-04-17 10:52:27,2020-04-17,0,0,0,2,DOH000000000003376,0,12,1,1,1296
Far North Luzon General Hospital & Training Center,2020-04-18 9:43:20,2020-04-18 9:43:20,2020-04-18,0,0,0,2,DOH000000000003376,0,12,1,1,2090
"BUTUAN PUERICULTURE CENTER NO. 394, INC.",2020-04-16 15:25:02,2020-04-16 15:25:02,2020-04-16,0,0,0,0,DOH000000000003385,0,2,2,1,609
"BUTUAN PUERICULTURE CENTER NO. 394, INC.",2020-04-17 8:52:44,2020-04-17 8:52:44,2020-04-17,0,0,0,0,DOH000000000003385,0,1,2,1,1111
"BUTUAN PUERICULTURE CENTER NO. 394, INC.",2020-04-18 15:31:54,2020-04-18 15:31:54,2020-04-18,0,0,0,0,DOH000000000003385,0,1,0,1,2336
ABORLAN MEDICAL HOSPITAL,2020-04-17 8:53:28,2020-04-17 8:53:28,2020-04-17,0,0,0,0,DOH000000000003409,0,4,0,1,1112
ABORLAN MEDICAL HOSPITAL,2020-04-18 8:50:52,2020-04-18 8:50:52,2020-04-18,0,0,0,0,DOH000000000003409,0,4,0,1,1981
ABORLAN MEDICAL HOSPITAL,2020-04-19 8:52:23,2020-04-19 8:52:23,2020-04-19,0,0,0,0,DOH000000000003409,0,4,0,1,2852
ABORLAN MEDICAL HOSPITAL,2020-04-16 11:14:58,2020-04-16 11:14:58,2020-04-16,0,0,0,0,DOH000000000003409,0,4,0,1,405
DIVINE WORD HOSPITAL,2020-04-19 10:45:19,2020-04-19 10:45:19,2020-04-19,0,0,0,0,DOH000000000003542,0,0,3,1,3018
NASIPIT DISTRICT HOSPITAL,2020-04-17 8:14:58,2020-04-17 8:14:58,2020-04-17,0,0,1,0,DOH000000000003564,0,13,0,1,955
NASIPIT DISTRICT HOSPITAL,2020-04-18 8:12:21,2020-04-18 8:12:21,2020-04-18,0,0,1,0,DOH000000000003564,0,13,0,1,1843
NASIPIT DISTRICT HOSPITAL,2020-04-16 8:37:06,2020-04-16 8:37:06,2020-04-16,0,0,1,0,DOH000000000003564,0,13,0,1,196
NASIPIT DISTRICT HOSPITAL,2020-04-19 8:11:03,2020-04-19 8:11:03,2020-04-19,0,0,1,0,DOH000000000003564,0,13,0,1,2689
SORSOGON MEDICAL MISSION GROUP HOSPITAL AND HEALTH SERVICES,2020-04-17 8:19:35,2020-04-17 8:19:35,2020-04-17,0,1,3,0,DOH000000000003620,2,0,0,1,979
SORSOGON MEDICAL MISSION GROUP HOSPITAL AND HEALTH SERVICES,2020-04-16 8:37:30,2020-04-16 8:37:30,2020-04-16,0,1,3,0,DOH000000000003620,2,0,0,1,197
MISAMIS UNIVERSITY MEDICAL CENTER,2020-04-16 7:31:15,2020-04-16 7:31:15,2020-04-16,0,0,0,0,DOH000000000003625,0,1,2,1,75
"MERCY COMMUNITY HOSPITAL, INC.",2020-04-17 8:04:52,2020-04-17 8:04:52,2020-04-17,0,2,0,0,DOH000000000003716,0,3,0,1,895
"MERCY COMMUNITY HOSPITAL, INC.",2020-04-18 12:34:59,2020-04-18 12:34:59,2020-04-18,0,2,0,0,DOH000000000003716,0,3,0,1,2254
CAVITE MEDICAL CENTER,2020-04-16 14:21:30,2020-04-16 14:21:30,2020-04-16,0,0,1,0,DOH000000000003802,0,1,0,1,561
"BRENT HOSPITAL AND COLLEGES, INC.",2020-04-17 7:29:41,2020-04-17 7:29:41,2020-04-17,1,0,0,0,DOH000000000003808,0,0,0,1,798
"BRENT HOSPITAL AND COLLEGES, INC.",2020-04-16 7:30:49,2020-04-16 7:30:49,2020-04-16,1,0,0,0,DOH000000000003808,0,0,0,1,74
"BRENT HOSPITAL AND COLLEGES, INC.",2020-04-18 10:45:54,2020-04-18 10:45:54,2020-04-18,1,0,0,0,DOH000000000003808,0,0,0,1,2157
PREMIERE MEDICAL CENTER,2020-04-17 10:03:28,2020-04-17 10:03:28,2020-04-17,0,1,0,0,DOH000000000003960,1,1,3,1,1237
NOTRE DAME DE CHARTRES HOSPITAL,2020-04-17 11:42:23,2020-04-17 11:42:23,2020-04-17,0,0,2,0,DOH000000000004003,1,1,0,1,1347
ST. LOUIS HOSPITAL,2020-04-16 9:27:41,2020-04-16 9:27:41,2020-04-16,0,0,0,0,DOH000000000004271,0,2,0,1,296
ST. LOUIS HOSPITAL,2020-04-17 9:33:19,2020-04-17 9:33:19,2020-04-17,0,0,0,0,DOH000000000004271,0,2,0,1,1187
ST. LOUIS HOSPITAL,2020-04-19 9:48:54,2020-04-19 9:48:54,2020-04-19,0,0,1,0,DOH000000000004271,0,1,0,1,2960
ST. LOUIS HOSPITAL,2020-04-18 9:01:41,2020-04-18 9:01:41,2020-04-18,0,0,0,0,DOH000000000004271,0,2,0,1,2006
"ESTEVEZ MEMORIAL HOSPITAL, INC.",2020-04-19 2:19:04,2020-04-19 2:19:04,2020-04-19,0,0,1,1,DOH000000000004308,0,0,1,1,2443
"ESTEVEZ MEMORIAL HOSPITAL, INC.",2020-04-17 2:20:02,2020-04-17 2:20:02,2020-04-17,0,0,0,1,DOH000000000004308,0,1,1,1,722
"ESTEVEZ MEMORIAL HOSPITAL, INC.",2020-04-18 7:16:47,2020-04-18 7:16:47,2020-04-18,0,0,0,1,DOH000000000004308,0,1,1,1,1647
"ESTEVEZ MEMORIAL HOSPITAL, INC.",2020-04-16 6:06:30,2020-04-16 6:06:30,2020-04-16,0,0,0,1,DOH000000000004308,0,1,1,1,18
"SUMC FOUNDATION, INC.",2020-04-16 16:33:48,2020-04-16 16:33:48,2020-04-16,0,0,2,0,DOH000000000004358,2,3,0,1,658
"SUMC FOUNDATION, INC.",2020-04-19 13:02:14,2020-04-19 13:02:14,2020-04-19,0,0,4,0,DOH000000000004358,0,1,2,1,3134
"SUMC FOUNDATION, INC.",2020-04-18 13:03:14,2020-04-18 13:03:14,2020-04-18,0,0,4,0,DOH000000000004358,0,1,2,1,2267
OUR LADY OF LOURDES HOSPITAL,2020-04-19 7:15:35,2020-04-19 7:15:35,2020-04-19,0,0,0,0,DOH000000000004384,0,2,2,1,2516
OUR LADY OF LOURDES HOSPITAL,2020-04-17 7:25:16,2020-04-17 7:25:16,2020-04-17,0,0,0,0,DOH000000000004384,0,2,2,1,787
OUR LADY OF LOURDES HOSPITAL,2020-04-18 7:28:34,2020-04-18 7:28:34,2020-04-18,0,0,0,0,DOH000000000004384,0,2,2,1,1672
OUR LADY OF LOURDES HOSPITAL,2020-04-16 8:05:02,2020-04-16 8:05:02,2020-04-16,0,0,0,0,DOH000000000004384,0,1,1,1,128
BULACAN MEDICAL CENTER,2020-04-19 11:19:41,2020-04-19 11:19:41,2020-04-19,0,0,0,0,DOH000000000004460,0,0,0,1,3053
BULACAN MEDICAL CENTER,2020-04-17 16:21:00,2020-04-17 16:21:00,2020-04-17,0,0,0,0,DOH000000000004460,0,0,0,1,1516
BULACAN MEDICAL CENTER,2020-04-18 11:36:15,2020-04-18 11:36:15,2020-04-18,0,0,0,0,DOH000000000004460,0,0,0,1,2204
SANTISSIMA TRINIDAD HOSPITAL OF DAET,2020-04-16 8:53:44,2020-04-16 8:53:44,2020-04-16,0,0,0,7,DOH000000000004474,0,0,7,1,242
SANTISSIMA TRINIDAD HOSPITAL OF DAET,2020-04-17 8:51:37,2020-04-17 8:51:37,2020-04-17,0,0,0,7,DOH000000000004474,0,0,7,1,1105
SANTISSIMA TRINIDAD HOSPITAL OF DAET,2020-04-19 7:10:03,2020-04-19 7:10:03,2020-04-19,0,0,0,7,DOH000000000004474,0,0,7,1,2505
SANTISSIMA TRINIDAD HOSPITAL OF DAET,2020-04-18 8:01:06,2020-04-18 8:01:06,2020-04-18,0,0,0,7,DOH000000000004474,0,0,7,1,1765
DAVAO DOCTORS HOSPITAL,2020-04-16 10:41:17,2020-04-16 10:41:17,2020-04-16,0,0,0,0,DOH000000000004534,0,4,1,1,377
DAVAO DOCTORS HOSPITAL,2020-04-17 9:29:18,2020-04-17 9:29:18,2020-04-17,0,0,0,0,DOH000000000004534,0,4,1,1,1180
DAVAO DOCTORS HOSPITAL,2020-04-18 7:51:30,2020-04-18 7:51:30,2020-04-18,0,0,0,0,DOH000000000004534,0,4,1,1,1721
BATAAN ST. JOSEPH HOSPITAL & MEDICAL CENTER CORP.,2020-04-18 8:31:12,2020-04-18 8:31:12,2020-04-18,5,0,5,0,DOH000000000004569,0,0,1,1,1923
BATAAN ST. JOSEPH HOSPITAL & MEDICAL CENTER CORP.,2020-04-19 7:39:23,2020-04-19 7:39:23,2020-04-19,4,0,4,0,DOH000000000004569,0,0,1,1,2558
BATAAN ST. JOSEPH HOSPITAL & MEDICAL CENTER CORP.,2020-04-17 7:13:02,2020-04-17 7:13:02,2020-04-17,5,0,5,0,DOH000000000004569,0,0,0,1,772
D.O. PLAZA MEMORIAL HOSPITAL,2020-04-18 9:01:43,2020-04-18 9:01:43,2020-04-18,0,0,0,0,DOH000000000004611,0,2,0,1,2007
PRES. RAMON MAGSAYSAY MEMORIAL HOSPITAL,2020-04-19 13:25:01,2020-04-19 13:25:01,2020-04-19,5,0,19,3,DOH000000000004704,0,5,4,1,3150
PRES. RAMON MAGSAYSAY MEMORIAL HOSPITAL,2020-04-17 13:57:56,2020-04-17 13:57:56,2020-04-17,5,0,21,3,DOH000000000004704,0,5,4,1,1436
PRES. RAMON MAGSAYSAY MEMORIAL HOSPITAL,2020-04-16 14:43:00,2020-04-16 14:43:00,2020-04-16,4,0,20,4,DOH000000000004704,0,6,4,1,578
PRES. RAMON MAGSAYSAY MEMORIAL HOSPITAL,2020-04-18 15:04:29,2020-04-18 15:04:29,2020-04-18,5,0,21,3,DOH000000000004704,0,5,4,1,2318
ADELA SERRA TY MEMORIAL MEDICAL CENTER,2020-04-19 11:56:03,2020-04-19 11:56:03,2020-04-19,0,0,0,12,DOH000000000004707,1,12,4,1,3093
ADELA SERRA TY MEMORIAL MEDICAL CENTER,2020-04-18 10:08:31,2020-04-18 10:08:31,2020-04-18,0,0,0,12,DOH000000000004707,0,12,4,1,2114
ADELA SERRA TY MEMORIAL MEDICAL CENTER,2020-04-17 17:25:06,2020-04-17 17:25:06,2020-04-17,0,0,0,12,DOH000000000004707,0,12,4,1,1551
PAGADIAN CITY MEDICAL CENTER,2020-04-17 8:04:07,2020-04-17 8:04:07,2020-04-17,0,0,3,0,DOH000000000004798,0,6,0,1,891
PAGADIAN CITY MEDICAL CENTER,2020-04-19 8:16:49,2020-04-19 8:16:49,2020-04-19,0,0,0,0,DOH000000000004798,0,9,0,1,2723
PAGADIAN CITY MEDICAL CENTER,2020-04-18 7:03:20,2020-04-18 7:03:20,2020-04-18,0,0,1,0,DOH000000000004798,0,8,0,1,1631
SAN LAZARO HOSPITAL,2020-04-18 8:35:07,2020-04-18 8:35:07,2020-04-18,0,3,25,0,DOH000000000004799,7,15,1,1,1935
CAMP NAVARRO GENERAL HOSPITAL,2020-04-17 8:04:17,2020-04-17 8:04:17,2020-04-17,0,0,0,0,DOH000000000004969,0,15,0,1,892
CAMP NAVARRO GENERAL HOSPITAL,2020-04-16 6:34:25,2020-04-16 6:34:25,2020-04-16,0,0,0,0,DOH000000000004969,0,15,0,1,23
CAMP NAVARRO GENERAL HOSPITAL,2020-04-18 7:57:58,2020-04-18 7:57:58,2020-04-18,0,0,0,0,DOH000000000004969,0,15,0,1,1741
CAMP NAVARRO GENERAL HOSPITAL,2020-04-19 7:06:58,2020-04-19 7:06:58,2020-04-19,0,0,0,0,DOH000000000004969,0,15,0,1,2499
"UNIVERSITY OF SANTO TOMAS (UST) - LEGAZPI, INC. (formerly AQ",2020-04-16 10:02:14,2020-04-16 10:02:14,2020-04-16,0,0,0,0,DOH000000000004999,0,5,2,1,336
"UNIVERSITY OF SANTO TOMAS (UST) - LEGAZPI, INC. (formerly AQ",2020-04-17 10:31:40,2020-04-17 10:31:40,2020-04-17,0,0,0,2,DOH000000000004999,0,0,2,1,1274
"UNIVERSITY OF SANTO TOMAS (UST) - LEGAZPI, INC. (formerly AQ",2020-04-18 10:10:02,2020-04-18 10:10:02,2020-04-18,0,0,0,2,DOH000000000004999,0,1,2,1,2117
"UNIVERSITY OF SANTO TOMAS (UST) - LEGAZPI, INC. (formerly AQ",2020-04-19 9:01:21,2020-04-19 9:01:21,2020-04-19,0,0,0,2,DOH000000000004999,0,0,2,1,2875
R.O. DIAGAN COOPERATIVE HOSPITAL,2020-04-16 9:59:09,2020-04-16 9:59:09,2020-04-16,0,0,0,0,DOH000000000005018,0,3,3,1,328
R.O. DIAGAN COOPERATIVE HOSPITAL,2020-04-17 7:14:34,2020-04-17 7:14:34,2020-04-17,0,0,0,0,DOH000000000005018,0,3,3,1,775
MALITA DISTRICT HOSPITAL,2020-04-18 10:35:10,2020-04-18 10:35:10,2020-04-18,0,0,1,0,DOH000000000005024,0,1,0,1,2144
MALITA DISTRICT HOSPITAL,2020-04-17 11:50:22,2020-04-17 11:50:22,2020-04-17,0,0,1,0,DOH000000000005024,0,1,0,1,1351
MALITA DISTRICT HOSPITAL,2020-04-16 12:22:00,2020-04-16 12:22:00,2020-04-16,0,0,0,0,DOH000000000005024,0,2,0,1,470
ROXAS MEMORIAL PROVINCIAL HOSPITAL,2020-04-18 13:52:56,2020-04-18 13:52:56,2020-04-18,1,1,3,7,DOH000000000005029,1,84,6,1,2291
ROXAS MEMORIAL PROVINCIAL HOSPITAL,2020-04-19 11:30:27,2020-04-19 11:30:27,2020-04-19,0,1,4,8,DOH000000000005029,1,83,6,1,3056
ROXAS MEMORIAL PROVINCIAL HOSPITAL,2020-04-16 15:13:46,2020-04-16 15:13:46,2020-04-16,1,1,1,7,DOH000000000005029,1,86,6,1,599
ROXAS MEMORIAL PROVINCIAL HOSPITAL,2020-04-17 11:12:48,2020-04-17 11:12:48,2020-04-17,1,1,2,7,DOH000000000005029,1,85,6,1,1314
JESUS NAZARENE GENERAL HOSPITAL,2020-04-18 8:19:46,2020-04-18 8:19:46,2020-04-18,0,0,0,0,DOH000000000005122,0,1,1,1,1882
JESUS NAZARENE GENERAL HOSPITAL,2020-04-19 8:53:55,2020-04-19 8:53:55,2020-04-19,0,0,0,1,DOH000000000005122,0,0,1,1,2857
JESUS NAZARENE GENERAL HOSPITAL,2020-04-17 7:03:03,2020-04-17 7:03:03,2020-04-17,0,0,0,0,DOH000000000005122,0,1,1,1,763
"ADVENTIST MEDICAL CENTER-VALENCIA CITY, INC.",2020-04-16 11:32:43,2020-04-16 11:32:43,2020-04-16,0,0,0,0,DOH000000000005127,0,0,0,1,417
"ADVENTIST MEDICAL CENTER-VALENCIA CITY, INC.",2020-04-17 16:21:42,2020-04-17 16:21:42,2020-04-17,0,0,0,0,DOH000000000005127,0,0,0,1,1517
TAAL POLYMEDIC HOSPITAL AND MEDICAL CENTER,2020-04-19 14:08:23,2020-04-19 14:08:23,2020-04-19,0,0,1,1,DOH000000000005148,0,0,0,1,3178
"ST. JOHN HOSPITAL, INC.",2020-04-18 6:53:52,2020-04-18 6:53:52,2020-04-18,0,0,0,1,DOH000000000005199,0,1,1,1,1619
"ST. JOHN HOSPITAL, INC.",2020-04-19 7:41:59,2020-04-19 7:41:59,2020-04-19,0,0,0,1,DOH000000000005199,0,1,1,1,2568
"ST. JOHN HOSPITAL, INC.",2020-04-17 6:57:32,2020-04-17 6:57:32,2020-04-17,0,0,0,1,DOH000000000005199,0,1,2,1,756
"ST. JOHN HOSPITAL, INC.",2020-04-16 6:53:55,2020-04-16 6:53:55,2020-04-16,0,0,0,1,DOH000000000005199,0,1,2,1,40
"MARIA ESTRELLA GENERAL HOSPITAL, INC.",2020-04-18 12:08:39,2020-04-18 12:08:39,2020-04-18,0,0,4,0,DOH000000000005225,0,0,0,1,2235
"MARIA ESTRELLA GENERAL HOSPITAL, INC.",2020-04-19 8:39:12,2020-04-19 8:39:12,2020-04-19,0,0,4,0,DOH000000000005225,0,0,0,1,2812
"MARIA ESTRELLA GENERAL HOSPITAL, INC.",2020-04-16 8:28:44,2020-04-16 8:28:44,2020-04-16,0,0,4,0,DOH000000000005225,0,0,0,1,178
"MARIA ESTRELLA GENERAL HOSPITAL, INC.",2020-04-17 9:51:29,2020-04-17 9:51:29,2020-04-17,0,0,4,0,DOH000000000005225,0,0,0,1,1220
METRO VIGAN MULTI-PURPOSE COOPERATIVE HOSPITAL,2020-04-17 7:55:08,2020-04-17 7:55:08,2020-04-17,0,0,0,1,DOH000000000005234,0,1,1,1,855
METRO VIGAN MULTI-PURPOSE COOPERATIVE HOSPITAL,2020-04-19 8:09:49,2020-04-19 8:09:49,2020-04-19,0,0,0,1,DOH000000000005234,0,1,1,1,2682
METRO VIGAN MULTI-PURPOSE COOPERATIVE HOSPITAL,2020-04-16 17:37:06,2020-04-16 17:37:06,2020-04-16,0,0,0,1,DOH000000000005234,0,1,1,1,687
METRO VIGAN MULTI-PURPOSE COOPERATIVE HOSPITAL,2020-04-18 8:32:47,2020-04-18 8:32:47,2020-04-18,0,0,0,1,DOH000000000005234,0,1,1,1,1926
"LOS BA?OS DOCTORS HOSPITAL AND MEDICAL CENTER, INCORPORATED",2020-04-18 9:12:14,2020-04-18 9:12:14,2020-04-18,0,0,7,0,DOH000000000005253,2,7,3,1,2033
"BROKENSHIRE INTEGRATED HEALTH MINISTRIES, INC.",2020-04-17 11:21:57,2020-04-17 11:21:57,2020-04-17,0,0,0,1,DOH000000000005288,6,1,2,1,1328
"BROKENSHIRE INTEGRATED HEALTH MINISTRIES, INC.",2020-04-18 10:47:33,2020-04-18 10:47:33,2020-04-18,0,0,0,1,DOH000000000005288,0,1,2,1,2159
"BROKENSHIRE INTEGRATED HEALTH MINISTRIES, INC.",2020-04-16 11:01:32,2020-04-16 11:01:32,2020-04-16,0,0,0,1,DOH000000000005288,4,1,8,1,394
Don Emilio del Valle Memorial Hospital,2020-04-19 10:24:48,2020-04-19 10:24:48,2020-04-19,0,0,1,2,DOH000000000005353,0,11,1,1,3004
Don Emilio del Valle Memorial Hospital,2020-04-18 19:07:35,2020-04-18 17:56:32,2020-04-18,0,0,1,2,DOH000000000005353,0,11,1,1,2408
Don Emilio del Valle Memorial Hospital,2020-04-17 10:05:27,2020-04-17 10:05:27,2020-04-17,0,0,0,3,DOH000000000005353,0,10,13,1,1241
Don Emilio del Valle Memorial Hospital,2020-04-16 13:24:06,2020-04-16 13:24:06,2020-04-16,0,0,0,3,DOH000000000005353,0,10,13,1,511
GOVERNOR CELESTINO GALLARES MEMORIAL HOSPITAL,2020-04-17 16:15:30,2020-04-17 16:15:30,2020-04-17,0,2,14,0,DOH000000000005389,3,4,4,1,1513
"OUR LADY OF MERCY GENERAL HOSPITAL, INC.",2020-04-16 9:39:57,2020-04-16 9:39:57,2020-04-16,0,0,0,0,DOH000000000005417,0,1,0,1,309
"OUR LADY OF MERCY GENERAL HOSPITAL, INC.",2020-04-17 9:35:30,2020-04-17 9:35:30,2020-04-17,0,0,0,0,DOH000000000005417,0,1,0,1,1191
"URDANETA SACRED HEART HOSPITAL, INC.",2020-04-17 14:51:53,2020-04-17 14:51:53,2020-04-17,0,0,0,0,DOH000000000005449,0,1,0,1,1462
"URDANETA SACRED HEART HOSPITAL, INC.",2020-04-16 15:18:50,2020-04-16 15:18:50,2020-04-16,0,0,0,0,DOH000000000005449,0,1,0,1,606
ISABELA DOCTORS GENERAL HOSPITAL,2020-04-17 15:02:30,2020-04-17 15:02:30,2020-04-17,0,0,0,0,DOH000000000005453,0,0,0,1,1470
ISABELA DOCTORS GENERAL HOSPITAL,2020-04-18 8:46:41,2020-04-18 8:46:41,2020-04-18,0,0,5,0,DOH000000000005453,0,2,1,1,1964
ISABELA DOCTORS GENERAL HOSPITAL,2020-04-19 7:46:31,2020-04-19 7:46:31,2020-04-19,0,0,4,0,DOH000000000005453,0,3,1,1,2580
DR. DOMINGO B. TAMONDONG MEMORIAL HOSPITAL & COLLEGE FOUNDAT,2020-04-19 8:34:13,2020-04-19 8:34:13,2020-04-19,0,0,0,0,DOH000000000005504,0,1,0,1,2794
DR. DOMINGO B. TAMONDONG MEMORIAL HOSPITAL & COLLEGE FOUNDAT,2020-04-16 7:35:43,2020-04-16 7:35:43,2020-04-16,0,0,0,0,DOH000000000005504,0,1,0,1,79
DR. DOMINGO B. TAMONDONG MEMORIAL HOSPITAL & COLLEGE FOUNDAT,2020-04-18 7:33:48,2020-04-18 7:33:48,2020-04-18,0,0,0,0,DOH000000000005504,0,1,0,1,1678
DR. DOMINGO B. TAMONDONG MEMORIAL HOSPITAL & COLLEGE FOUNDAT,2020-04-17 8:05:39,2020-04-17 8:05:39,2020-04-17,0,1,0,0,DOH000000000005504,0,1,0,1,899
"ST. PAUL HOSPITAL BULACAN, INC.",2020-04-17 9:06:58,2020-04-17 9:06:58,2020-04-17,0,0,0,0,DOH000000000005565,0,1,1,1,1145
