cfname,updateddate,addeddate,beds_ward_v,id,hfhudcode,icu_o,isolbed_v,reportdate,isolbed_o,mechvent_o,mechvent_v,beds_ward_o,icu_v
"BROKENSHIRE INTEGRATED HEALTH MINISTRIES, INC.",2020-04-17 11:21:57,2020-04-17 11:21:57,1,1328,DOH000000000005288,6,1,2020-04-17,0,0,1,0,2
"BROKENSHIRE INTEGRATED HEALTH MINISTRIES, INC.",2020-04-16 11:01:32,2020-04-16 11:01:32,1,394,DOH000000000005288,4,1,2020-04-16,0,0,1,0,8
Don Emilio del Valle Memorial Hospital,2020-04-16 13:24:06,2020-04-16 13:24:06,3,511,DOH000000000005353,0,10,2020-04-16,0,0,1,0,13
Don Emilio del Valle Memorial Hospital,2020-04-17 10:05:27,2020-04-17 10:05:27,3,1241,DOH000000000005353,0,10,2020-04-17,0,0,1,0,13
"OUR LADY OF MERCY GENERAL HOSPITAL, INC.",2020-04-16 9:39:57,2020-04-16 9:39:57,0,309,DOH000000000005417,0,1,2020-04-16,0,0,1,0,0
"OUR LADY OF MERCY GENERAL HOSPITAL, INC.",2020-04-17 9:35:30,2020-04-17 9:35:30,0,1191,DOH000000000005417,0,1,2020-04-17,0,0,1,0,0
"URDANETA SACRED HEART HOSPITAL, INC.",2020-04-17 14:51:53,2020-04-17 14:51:53,0,1462,DOH000000000005449,0,1,2020-04-17,0,0,1,0,0
"URDANETA SACRED HEART HOSPITAL, INC.",2020-04-16 15:18:50,2020-04-16 15:18:50,0,606,DOH000000000005449,0,1,2020-04-16,0,0,1,0,0
ISABELA DOCTORS GENERAL HOSPITAL,2020-04-17 15:02:30,2020-04-17 15:02:30,0,1470,DOH000000000005453,0,0,2020-04-17,0,0,1,0,0
DR. DOMINGO B. TAMONDONG MEMORIAL HOSPITAL & COLLEGE FOUNDAT,2020-04-16 7:35:43,2020-04-16 7:35:43,0,79,DOH000000000005504,0,1,2020-04-16,0,0,1,0,0
DR. DOMINGO B. TAMONDONG MEMORIAL HOSPITAL & COLLEGE FOUNDAT,2020-04-17 8:05:39,2020-04-17 8:05:39,0,899,DOH000000000005504,0,1,2020-04-17,0,1,1,0,0
"ST. PAUL HOSPITAL BULACAN, INC.",2020-04-17 9:06:58,2020-04-17 9:06:58,0,1145,DOH000000000005565,0,1,2020-04-17,0,0,1,0,1
LA UNION MEDICAL DIAGNOSTIC CENTER AND HOSPITAL,2020-04-16 12:15:05,2020-04-16 12:15:05,0,461,DOH000000000005674,0,1,2020-04-16,1,0,1,0,0
LA UNION MEDICAL DIAGNOSTIC CENTER AND HOSPITAL,2020-04-17 11:17:32,2020-04-17 11:17:32,0,1324,DOH000000000005674,0,0,2020-04-17,2,0,1,0,0
SIBUYAN DISTRICT HOSPITAL,2020-04-16 8:55:03,2020-04-16 8:55:03,13,244,DOH000000000005786,0,1,2020-04-16,0,0,1,0,13
SIBUYAN DISTRICT HOSPITAL,2020-04-17 10:38:42,2020-04-17 10:38:42,1,1285,DOH000000000005786,0,13,2020-04-17,0,0,1,0,0
"NAZARENUS COLLEGE AND HOSPITAL FOUNDATION, INC.",2020-04-16 8:07:47,2020-04-16 8:07:47,0,140,DOH000000000005986,0,1,2020-04-16,0,0,1,0,0
"NAZARENUS COLLEGE AND HOSPITAL FOUNDATION, INC.",2020-04-17 8:01:42,2020-04-17 8:01:42,0,881,DOH000000000005986,0,1,2020-04-17,0,0,1,0,0
"BATANGAS HEALTH CARE HOSPITAL, JESUS OF NAZARETH",2020-04-16 12:18:41,2020-04-16 12:18:41,0,464,DOH000000000005998,0,0,2020-04-16,2,0,1,0,0
"BATANGAS HEALTH CARE HOSPITAL, JESUS OF NAZARETH",2020-04-17 8:28:15,2020-04-17 8:28:15,0,1014,DOH000000000005998,0,0,2020-04-17,2,0,1,0,0
J. CABAHUG HOSPITAL,2020-04-16 10:38:13,2020-04-16 10:38:13,0,375,DOH000000000006019,0,1,2020-04-16,0,0,1,0,0
J. CABAHUG HOSPITAL,2020-04-17 8:22:33,2020-04-17 8:22:33,0,994,DOH000000000006019,0,1,2020-04-17,0,0,1,0,0
"MARY JOHNSTON HOSPITAL, INC.",2020-04-17 14:38:27,2020-04-17 14:38:27,0,1454,DOH000000000006037,0,0,2020-04-17,8,0,1,0,0
"MARY JOHNSTON HOSPITAL, INC.",2020-04-16 11:57:32,2020-04-16 11:57:32,0,444,DOH000000000006037,0,0,2020-04-16,7,0,1,0,0
"MAYOR HILARION A. RAMIRO, SR., MEDICAL CENTER",2020-04-16 17:58:09,2020-04-16 17:58:09,8,695,DOH000000000006039,0,13,2020-04-16,1,0,1,0,0
MARCELO-PADILLA CHILDREN?S AND MEDICAL HOSPITAL CORPORATION,2020-04-17 8:15:58,2020-04-17 8:15:58,0,960,DOH000000000006868,1,0,2020-04-17,2,1,1,0,1
PANGASINAN DOCTORS HOSPITAL,2020-04-17 14:48:48,2020-04-17 14:48:48,0,1460,DOH000000000006871,0,1,2020-04-17,0,0,1,0,1
NATIONAL CENTER FOR MENTAL HEALTH,2020-04-17 14:55:02,2020-04-17 9:22:18,0,1169,DOH000000000007359,3,0,2020-04-17,10,0,1,12,0
NATIONAL CENTER FOR MENTAL HEALTH,2020-04-16 10:55:36,2020-04-16 10:55:36,10,390,DOH000000000007359,3,0,2020-04-16,10,0,1,10,0
"ADVENTIST MEDICAL CENTER-ILIGAN CITY, INC.",2020-04-16 14:33:13,2020-04-16 14:33:13,11,569,DOH000000000007511,0,1,2020-04-16,0,0,1,1,8
"CAGAYAN DE ORO POLYMEDIC GENERAL HOSPITAL, INC.",2020-04-17 7:57:04,2020-04-17 7:57:04,0,859,DOH000000000007512,0,0,2020-04-17,0,0,1,0,0
"OUR LADY OF LOURDES INTERNATIONAL MEDICAL CENTER, INC.",2020-04-16 7:50:53,2020-04-16 7:50:53,0,102,DOH000000000007694,0,0,2020-04-16,2,0,1,0,0
"OUR LADY OF LOURDES INTERNATIONAL MEDICAL CENTER, INC.",2020-04-17 7:28:18,2020-04-17 7:28:18,0,793,DOH000000000007694,0,0,2020-04-17,2,0,1,1,0
COTABATO SANITARIUM,2020-04-16 14:37:26,2020-04-16 14:37:26,0,575,DOH000000000008577,0,27,2020-04-16,0,0,1,0,0
ST. CAMILLUS HOSPITAL,2020-04-17 0:51:06,2020-04-17 0:51:06,0,721,DOH000000000014549,0,8,2020-04-17,2,0,1,0,1
"HOLY NAME UNIVERSITY MEDICAL CENTER, INC.",2020-04-16 6:48:26,2020-04-16 6:48:26,0,34,DOH000000000017445,0,5,2020-04-16,0,0,1,0,0
"HOLY NAME UNIVERSITY MEDICAL CENTER, INC.",2020-04-17 7:45:48,2020-04-17 7:45:48,0,827,DOH000000000017445,0,4,2020-04-17,1,0,1,0,0
"OUR LADY OF MT. CARMEL MEDICAL CENTER-CLARK, INC.",2020-04-16 8:20:57,2020-04-16 8:20:57,1,162,DOH000000000023754,0,0,2020-04-16,0,0,1,0,1
"ORMOC DOCTORS? HOSPITAL, INC.",2020-04-17 8:35:05,2020-04-17 8:35:05,0,1045,DOH000000000026499,0,3,2020-04-17,0,0,1,0,0
"ISABELA UNITED DOCTORS MEDICAL CENTER, INC.",2020-04-17 8:12:45,2020-04-17 8:12:45,0,941,DOH000000000030152,0,2,2020-04-17,0,0,1,0,0
"ISABELA UNITED DOCTORS MEDICAL CENTER, INC.",2020-04-16 8:25:36,2020-04-16 8:25:36,0,175,DOH000000000030152,0,2,2020-04-16,0,0,1,0,0
NICC DOCTORS HOSPITAL,2020-04-17 6:10:03,2020-04-17 6:10:03,2,733,DOH000000000031927,0,2,2020-04-17,0,0,1,0,0
NICC DOCTORS HOSPITAL,2020-04-16 8:07:02,2020-04-16 8:07:02,0,135,DOH000000000031927,0,1,2020-04-16,1,0,1,0,0
"SAN FRANCISCO DOCTORS HOSPITAL, INC.",2020-04-17 9:18:10,2020-04-17 9:18:10,2,1163,DOH000000000031935,0,3,2020-04-17,0,0,1,0,3
"SAN FRANCISCO DOCTORS HOSPITAL, INC.",2020-04-16 9:58:59,2020-04-16 9:58:59,2,327,DOH000000000031935,0,3,2020-04-16,0,0,1,0,0
NORTHSIDE DOCTORS HOSPITAL,2020-04-17 13:27:37,2020-04-17 13:27:37,4,1413,DOH000000000032085,0,0,2020-04-17,0,0,1,0,3
NORTHSIDE DOCTORS HOSPITAL,2020-04-16 12:57:52,2020-04-16 12:57:52,4,490,DOH000000000032085,0,0,2020-04-16,0,0,1,0,3
SKYLINE HOSPITAL AND MEDICAL CENTER,2020-04-17 8:37:10,2020-04-17 8:37:10,0,1056,DOH000000000032086,0,0,2020-04-17,3,0,1,0,0
SKYLINE HOSPITAL AND MEDICAL CENTER,2020-04-16 9:27:25,2020-04-16 9:27:25,0,294,DOH000000000032086,0,0,2020-04-16,3,0,1,0,0
PAMPANGA PREMIER MEDICAL CENTER INC.,2020-04-16 9:00:39,2020-04-16 9:00:39,0,255,DOH000000000034411,0,2,2020-04-16,2,0,1,0,1
QUALIMED HEALTH NETWORK SJDM,2020-04-16 10:09:20,2020-04-16 10:09:20,0,345,DOH000000000034463,2,0,2020-04-16,7,2,1,0,1
"LOVING MOTHER GENERAL HOSPITAL AND DIAGNOSTIC CENTER, INC.",2020-04-16 9:07:24,2020-04-16 9:07:24,0,266,DOH000000000037096,0,3,2020-04-16,0,0,1,0,0
"LOVING MOTHER GENERAL HOSPITAL AND DIAGNOSTIC CENTER, INC.",2020-04-17 8:20:08,2020-04-17 8:20:08,0,980,DOH000000000037096,0,2,2020-04-17,0,0,1,0,1
"CATANDUANES DOCTORS HOSPITAL, INC.",2020-04-17 15:11:17,2020-04-17 15:11:17,0,1474,DOH000000000038113,0,2,2020-04-17,0,0,1,0,1
"METRO ILOILO HOSPITAL AND MEDICAL CENTER, INC",2020-04-17 14:00:25,2020-04-17 14:00:25,0,1438,DOH000000000038114,0,5,2020-04-17,5,0,1,0,1
"DE VERA MEDICAL CENTER, INC.",2020-04-17 8:10:37,2020-04-17 8:10:37,0,930,DOH000000000038493,0,3,2020-04-17,0,0,1,0,1
"DE VERA MEDICAL CENTER, INC.",2020-04-16 14:12:42,2020-04-16 14:12:42,0,551,DOH000000000038493,0,3,2020-04-16,0,0,1,0,1
BICOL MEDICAL CENTER,2020-04-16 6:26:47,2020-04-16 6:26:47,11,22,DOH000000000000278,0,23,2020-04-16,3,0,2,1,9
Culion Sanitarium and General Hospital,2020-04-17 12:28:12,2020-04-17 12:28:12,5,1373,DOH000000000000279,0,17,2020-04-17,1,0,2,0,3
Culion Sanitarium and General Hospital,2020-04-16 18:05:28,2020-04-16 16:44:51,5,663,DOH000000000000279,0,18,2020-04-16,1,0,2,0,3
"LORMA MEDICAL CENTER, INC.",2020-04-16 13:21:01,2020-04-16 13:21:01,7,509,DOH000000000000400,0,22,2020-04-16,8,0,2,0,2
"LORMA MEDICAL CENTER, INC.",2020-04-17 10:58:44,2020-04-17 10:58:44,7,1305,DOH000000000000400,0,22,2020-04-17,6,0,2,0,2
LUCENA UNITED DOCTORS INCORPORATED (formerly: LUCENA UNITED,2020-04-17 13:20:29,2020-04-17 13:20:29,0,1408,DOH000000000000627,0,1,2020-04-17,1,0,2,0,0
MINDANAO MEDICAL CENTER,2020-04-16 8:56:57,2020-04-16 8:56:57,0,246,DOH000000000000672,0,1,2020-04-16,1,0,2,0,0
MINDANAO MEDICAL CENTER,2020-04-17 10:04:16,2020-04-17 10:04:16,0,1239,DOH000000000000672,0,1,2020-04-17,1,0,2,0,0
"ST. ELIZABETH HOSPITAL, INC.",2020-04-16 15:22:26,2020-04-16 15:22:26,1,608,DOH000000000000761,0,3,2020-04-16,2,0,2,0,0
UNITED DOCTORS MEDICAL CENTER,2020-04-17 10:22:14,2020-04-17 10:22:14,0,1261,DOH000000000000797,0,2,2020-04-17,0,0,2,0,0
UNITED DOCTORS MEDICAL CENTER,2020-04-16 16:27:59,2020-04-16 16:27:59,0,655,DOH000000000000797,0,2,2020-04-16,0,0,2,0,0
BENGUET GENERAL HOSPITAL,2020-04-17 8:37:14,2020-04-17 8:37:14,13,1057,DOH000000000001916,0,13,2020-04-17,30,0,2,0,0
"SAN PEDRO HOSPITAL OF DAVAO CITY, INC.",2020-04-17 9:24:43,2020-04-17 9:24:43,0,1171,DOH000000000001989,0,0,2020-04-17,0,1,2,0,0
"SAN PEDRO HOSPITAL OF DAVAO CITY, INC.",2020-04-16 10:34:51,2020-04-16 10:34:51,0,370,DOH000000000001989,0,0,2020-04-16,0,0,2,0,0
ZAMBOANGA DEL SUR MEDICAL CENTER,2020-04-16 15:57:01,2020-04-16 15:57:01,7,630,DOH000000000002502,0,33,2020-04-16,10,0,2,0,2
ZAMBOANGA DEL SUR MEDICAL CENTER,2020-04-17 10:01:39,2020-04-17 10:01:39,7,1234,DOH000000000002502,0,33,2020-04-17,10,0,2,0,2
MARIANO MARCOS MEMORIAL HOSPITAL AND MEDICAL CENTER,2020-04-17 7:53:25,2020-04-17 7:53:25,25,849,DOH000000000002593,0,77,2020-04-17,3,0,2,3,2
MARIANO MARCOS MEMORIAL HOSPITAL AND MEDICAL CENTER,2020-04-16 9:39:55,2020-04-16 9:39:55,27,308,DOH000000000002593,0,22,2020-04-16,0,0,2,1,2
REGION II TRAUMA AND MEDICAL CENTER      (VETERANS REGIONAL,2020-04-16 10:37:45,2020-04-16 10:37:45,9,374,DOH000000000002703,2,32,2020-04-16,15,2,2,1,2
ORIENTAL MINDORO PROVINCIAL HOSPITAL,2020-04-16 8:42:39,2020-04-16 8:42:39,4,216,DOH000000000002749,0,2,2020-04-16,6,0,2,0,4
ORIENTAL MINDORO PROVINCIAL HOSPITAL,2020-04-17 8:28:48,2020-04-17 8:28:48,4,1017,DOH000000000002749,0,2,2020-04-17,6,0,2,0,0
JECSONS MEDICAL CENTER,2020-04-16 14:23:21,2020-04-16 14:23:21,0,562,DOH000000000002882,1,1,2020-04-16,7,1,2,0,1
JECSONS MEDICAL CENTER,2020-04-17 8:36:21,2020-04-17 8:36:21,0,1053,DOH000000000002882,0,1,2020-04-17,7,0,2,0,2
LUIS HORA MEMORIAL REGIONAL HOSPITAL,2020-04-17 15:10:05,2020-04-17 15:10:05,0,1473,DOH000000000003179,0,18,2020-04-17,2,0,2,0,11
"SE?OR STO. NI?O HOSPITAL, INC.",2020-04-16 10:36:20,2020-04-16 10:36:20,0,373,DOH000000000003412,0,3,2020-04-16,0,0,2,0,2
"SE?OR STO. NI?O HOSPITAL, INC.",2020-04-17 13:32:37,2020-04-17 13:32:37,0,1419,DOH000000000003412,0,2,2020-04-17,1,0,2,0,2
SPECIALIST GROUP HOSPITAL AND TRAUMA CENTER,2020-04-17 11:55:40,2020-04-17 11:55:40,18,1355,DOH000000000003555,0,1,2020-04-17,0,0,2,0,10
THE MEDICAL CITY - ILOILO,2020-04-16 17:51:56,2020-04-16 17:51:56,0,692,DOH000000000003715,0,0,2020-04-16,3,1,2,3,0
TALON GENERAL HOSPITAL,2020-04-16 9:58:58,2020-04-16 9:58:58,0,326,DOH000000000003833,0,0,2020-04-16,8,0,2,0,0
AMANG RODRIGUEZ MEMORIAL MEDICAL CENTER,2020-04-17 11:25:31,2020-04-17 11:25:31,0,1330,DOH000000000003872,4,0,2020-04-17,20,1,2,0,0
AMANG RODRIGUEZ MEMORIAL MEDICAL CENTER,2020-04-16 15:16:44,2020-04-16 15:16:44,0,604,DOH000000000003872,4,0,2020-04-16,19,1,2,2,0
SAN CARLOS CITY HOSPITAL,2020-04-16 14:17:01,2020-04-16 14:17:01,3,555,DOH000000000003997,0,21,2020-04-16,3,0,2,0,0
SAN FERNANDINO HOSPITAL,2020-04-16 8:21:17,2020-04-16 8:21:17,1,164,DOH000000000004078,0,0,2020-04-16,0,0,2,0,1
SAN FERNANDINO HOSPITAL,2020-04-17 5:51:24,2020-04-17 5:51:24,1,726,DOH000000000004078,0,0,2020-04-17,0,0,2,0,1
"PAMPANGA MEDICAL SPECIALIST HOSPITAL, INC.",2020-04-16 12:31:01,2020-04-16 12:31:01,0,475,DOH000000000004225,1,0,2020-04-16,3,0,2,2,0
"PAMPANGA MEDICAL SPECIALIST HOSPITAL, INC.",2020-04-17 8:43:24,2020-04-17 8:43:24,0,1083,DOH000000000004225,1,0,2020-04-17,3,0,2,2,0
"NAZARETH GENERAL HOSPITAL, INC.",2020-04-16 8:34:36,2020-04-16 8:34:36,3,191,DOH000000000004637,0,2,2020-04-16,0,0,2,0,1
"NAZARETH GENERAL HOSPITAL, INC.",2020-04-17 9:18:33,2020-04-17 9:18:33,3,1165,DOH000000000004637,0,2,2020-04-17,0,0,2,0,1
"PREMIERE GENERAL HOSPITAL OF NUEVA ECIJA, BALER AURORA, INC.",2020-04-17 8:08:14,2020-04-17 8:08:14,3,914,DOH000000000004757,0,4,2020-04-17,0,0,2,0,1
"PREMIERE GENERAL HOSPITAL OF NUEVA ECIJA, BALER AURORA, INC.",2020-04-16 9:42:41,2020-04-16 9:42:41,3,312,DOH000000000004757,0,4,2020-04-16,0,0,2,0,1
"ST. PAUL HOSPITAL OF TUGUEGARAO, INC.",2020-04-17 8:27:48,2020-04-17 8:27:48,0,1013,DOH000000000005071,0,14,2020-04-17,0,0,2,0,0
"ST. PAUL HOSPITAL OF TUGUEGARAO, INC.",2020-04-16 8:43:11,2020-04-16 8:43:11,14,218,DOH000000000005071,0,14,2020-04-16,0,0,2,0,0
ST. CATHERINE OF ALEXANDRIA FOUNDATION & MEDICAL CENTER,2020-04-17 8:36:10,2020-04-17 8:36:10,0,1051,DOH000000000005085,1,1,2020-04-17,1,0,2,0,3
ST. CATHERINE OF ALEXANDRIA FOUNDATION & MEDICAL CENTER,2020-04-16 13:00:29,2020-04-16 13:00:29,0,493,DOH000000000005085,1,0,2020-04-16,1,0,2,0,2
Batanes General Hospital,2020-04-16 13:32:18,2020-04-16 13:32:18,19,516,DOH000000000005201,0,19,2020-04-16,0,0,2,0,1
Batanes General Hospital,2020-04-17 7:04:14,2020-04-17 7:04:14,19,765,DOH000000000005201,0,19,2020-04-17,0,0,2,0,1
LAMBAYONG DISTRICT HOSPITAL,2020-04-16 13:21:54,2020-04-16 13:21:54,4,510,DOH000000000005296,0,9,2020-04-16,1,0,2,0,0
LAMBAYONG DISTRICT HOSPITAL,2020-04-17 10:11:54,2020-04-17 10:11:54,4,1249,DOH000000000005296,0,10,2020-04-17,0,0,2,0,2
SULU SANITARIUM,2020-04-16 11:49:16,2020-04-16 11:49:16,0,434,DOH000000000005469,0,0,2020-04-16,0,0,2,0,12
SULU SANITARIUM,2020-04-17 12:14:00,2020-04-17 12:14:00,0,1368,DOH000000000005469,0,0,2020-04-17,0,0,2,0,12
"THE BLACK NAZARENE HOSPITAL, INC.",2020-04-17 8:08:40,2020-04-17 8:08:40,9,919,DOH000000000005640,0,9,2020-04-17,0,0,2,0,3
"THE BLACK NAZARENE HOSPITAL, INC.",2020-04-16 13:09:46,2020-04-16 13:09:46,9,500,DOH000000000005640,0,9,2020-04-16,0,0,2,0,3
LIM COMMUNITY HOSPITAL,2020-04-16 14:27:35,2020-04-16 14:27:35,0,565,DOH000000000005697,0,3,2020-04-16,0,0,2,0,2
LIM COMMUNITY HOSPITAL,2020-04-17 8:07:02,2020-04-17 8:07:02,0,906,DOH000000000005697,0,3,2020-04-17,0,0,2,0,2
"CAGAYAN DE ORO MEDICAL CENTER, INC.",2020-04-17 9:00:35,2020-04-17 9:00:35,8,1134,DOH000000000005762,0,1,2020-04-17,0,0,2,0,0
"CAGAYAN DE ORO MEDICAL CENTER, INC.",2020-04-16 9:37:15,2020-04-16 9:37:15,8,305,DOH000000000005762,0,0,2020-04-16,0,0,2,0,0
TONDO MEDICAL CENTER,2020-04-17 13:58:08,2020-04-17 13:58:08,0,1437,DOH000000000006596,4,0,2020-04-17,8,0,2,32,0
SLU - HOSPITAL OF THE SACRED HEART,2020-04-16 10:27:19,2020-04-16 10:27:19,2,361,DOH000000000006689,0,2,2020-04-16,2,0,2,0,1
SAN LORENZO RUIZ WOMEN'S HOSPITAL,2020-04-16 14:19:45,2020-04-16 14:19:45,0,558,DOH000000000007064,0,0,2020-04-16,3,0,2,0,0
SAN LORENZO RUIZ WOMEN'S HOSPITAL,2020-04-17 7:44:28,2020-04-17 7:44:28,0,825,DOH000000000007064,0,0,2020-04-17,3,0,2,0,0
Mindanao Central Sanitarium,2020-04-16 10:17:42,2020-04-16 10:17:42,0,353,DOH000000000007510,0,2,2020-04-16,0,0,2,0,0
Mindanao Central Sanitarium,2020-04-17 8:13:19,2020-04-17 8:13:19,0,946,DOH000000000007510,0,2,2020-04-17,0,0,2,0,0
"C.D.O. POLYMEDIC MEDICAL PLAZA, INC.",2020-04-15 17:30:53,2020-04-15 17:30:53,0,6,DOH000000000023764,0,0,2020-04-15,0,3,2,0,1
RENATO UMALI REYES HOSPITAL OF BONGABONG,2020-04-16 14:37:40,2020-04-16 14:37:40,0,576,DOH000000000026813,0,0,2020-04-16,5,0,2,0,0
"ALLIED CARE EXPERTS (ACE) MEDICAL CENTER ?BALIWAG, INC.",2020-04-16 11:36:56,2020-04-16 11:36:56,0,419,DOH000000000031929,0,6,2020-04-16,5,0,2,0,0
"ALLIED CARE EXPERTS (ACE) MEDICAL CENTER ?BALIWAG, INC.",2020-04-17 12:44:24,2020-04-17 12:44:24,0,1386,DOH000000000031929,0,6,2020-04-17,5,0,2,0,0
"MENDERO MEDICAL CENTER, INC.",2020-04-17 13:40:43,2020-04-17 13:40:43,26,1423,DOH000000000031986,0,2,2020-04-17,0,2,2,3,2
BICOL ACCESS HEALTH CENTRUM,2020-04-16 7:18:31,2020-04-16 7:18:31,0,53,DOH000000000032018,0,1,2020-04-16,0,0,2,0,3
BICOL ACCESS HEALTH CENTRUM,2020-04-17 7:25:33,2020-04-17 7:25:33,0,788,DOH000000000032018,0,1,2020-04-17,0,0,2,0,3
CHONG HUA HOSPITAL MANDAUE (formerly CHONG HUA HOSPITAL MAND,2020-04-17 13:49:14,2020-04-17 13:49:14,0,1425,DOH000000000032027,0,15,2020-04-17,0,0,2,0,0
REGION I MEDICAL CENTER,2020-04-17 6:57:37,2020-04-17 6:57:37,11,757,DOH000000000000273,0,25,2020-04-17,1,0,3,1,0
ST. ANTHONY COLLEGE HOSPITAL,2020-04-16 9:47:23,2020-04-16 9:47:23,0,317,DOH000000000000756,0,3,2020-04-16,0,0,3,0,0
ST. ANTHONY COLLEGE HOSPITAL,2020-04-17 15:14:45,2020-04-17 15:14:45,0,1476,DOH000000000000756,0,3,2020-04-17,0,0,3,0,3
"ST. JUDE GENERAL HOSPITAL & MEDICAL CENTER, INC.",2020-04-16 21:11:47,2020-04-16 21:11:47,0,715,DOH000000000000768,0,4,2020-04-16,0,0,3,0,2
"ST. JUDE GENERAL HOSPITAL & MEDICAL CENTER, INC.",2020-04-17 9:43:24,2020-04-17 9:43:24,0,1210,DOH000000000000768,0,4,2020-04-17,0,0,3,0,2
ZAMBOANGA DEL NORTE MEDICAL CENTER,2020-04-16 7:32:09,2020-04-16 7:32:09,3,77,DOH000000000000807,0,19,2020-04-16,7,0,3,0,1
ZAMBOANGA DEL NORTE MEDICAL CENTER,2020-04-17 7:46:54,2020-04-17 7:46:54,3,830,DOH000000000000807,0,19,2020-04-17,7,0,3,0,1
PANGASINAN PROVINCIAL HOSPITAL,2020-04-17 11:06:25,2020-04-17 11:06:25,0,1311,DOH000000000001917,0,0,2020-04-17,0,0,3,0,0
PANGASINAN PROVINCIAL HOSPITAL,2020-04-16 14:10:45,2020-04-16 14:10:45,0,547,DOH000000000001917,0,0,2020-04-16,0,0,3,0,0
CARAGA REGIONAL HOSPITAL,2020-04-16 13:18:54,2020-04-16 13:18:54,7,508,DOH000000000001918,1,0,2020-04-16,0,0,3,3,1
CARAGA REGIONAL HOSPITAL,2020-04-17 8:10:21,2020-04-17 8:10:21,7,928,DOH000000000001918,1,0,2020-04-17,0,0,3,3,1
GAMBALAN HOSPITAL,2020-04-17 8:17:20,2020-04-17 8:17:20,3,968,DOH000000000002164,0,3,2020-04-17,0,0,3,0,3
GAMBALAN HOSPITAL,2020-04-16 13:53:05,2020-04-16 13:53:05,3,530,DOH000000000002164,0,3,2020-04-16,0,0,3,0,0
AMAI PAKPAK MEDICAL CENTER,2020-04-17 8:41:26,2020-04-17 8:41:26,0,1077,DOH000000000002165,0,9,2020-04-17,5,0,3,0,3
CUYO DISTRICT HOSPITAL,2020-04-17 8:36:35,2020-04-17 8:36:35,3,1054,DOH000000000003916,0,2,2020-04-17,0,0,3,0,1
"OUR LADY OF MT. CARMEL MEDICAL CENTER, INC.",2020-04-17 8:00:07,2020-04-17 8:00:07,0,874,DOH000000000004330,0,2,2020-04-17,0,0,3,0,2
"ADVENTIST HOSPITAL-PALAWAN, INC.",2020-04-17 9:52:30,2020-04-17 9:52:30,0,1221,DOH000000000004529,0,1,2020-04-17,4,0,3,0,2
"GENERAL SANTOS DOCTORS? HOSPITAL, INC.",2020-04-17 13:31:05,2020-04-17 13:31:05,0,1416,DOH000000000004971,0,7,2020-04-17,2,0,3,1,7
"GENERAL SANTOS DOCTORS? HOSPITAL, INC.",2020-04-16 22:12:37,2020-04-16 22:12:37,0,720,DOH000000000004971,0,7,2020-04-16,0,0,3,1,0
"Dr. Fernando B. Duran, Sr. Memorial Hospital",2020-04-17 8:21:40,2020-04-17 8:21:40,14,989,DOH000000000005052,0,20,2020-04-17,2,0,3,2,4
"Dr. Fernando B. Duran, Sr. Memorial Hospital",2020-04-16 8:25:00,2020-04-16 8:25:00,16,174,DOH000000000005052,0,22,2020-04-16,2,0,3,2,4
"V.L. MAKABALI MEMORIAL HOSPITAL, INC.",2020-04-17 8:51:48,2020-04-17 8:51:48,0,1107,DOH000000000005093,1,0,2020-04-17,1,1,3,1,1
"V.L. MAKABALI MEMORIAL HOSPITAL, INC.",2020-04-16 16:42:13,2020-04-16 16:42:13,0,662,DOH000000000005093,1,0,2020-04-16,1,1,3,0,1
MEDICAL MISSION GROUP HOSPITAL MULTIPURPOSE COOPERATIVE OF O,2020-04-16 16:09:16,2020-04-16 16:09:16,0,642,DOH000000000005272,1,12,2020-04-16,12,1,3,0,3
"SACRED HEART HOSPITAL OF MALOLOS, INC.",2020-04-17 11:47:56,2020-04-17 11:47:56,0,1349,DOH000000000005617,3,0,2020-04-17,2,0,3,0,0
"C.D.O. POLYMEDIC MEDICAL PLAZA, INC.",2020-04-17 10:56:48,2020-04-17 10:56:48,0,1299,DOH000000000023764,0,0,2020-04-17,0,5,3,0,2
"DIVINE MERCY WELLNESS CENTER, INC.",2020-04-17 8:54:30,2020-04-17 8:54:30,10,1114,DOH000000000032023,0,2,2020-04-17,0,0,3,0,0
"DIVINE MERCY WELLNESS CENTER, INC.",2020-04-16 9:38:59,2020-04-16 9:38:59,5,306,DOH000000000032023,0,3,2020-04-16,0,0,3,0,0
REGION I MEDICAL CENTER,2020-04-16 15:41:38,2020-04-16 15:41:38,6,621,DOH000000000000273,3,41,2020-04-16,37,0,4,2,1
BICOL MEDICAL CENTER,2020-04-17 13:05:45,2020-04-17 13:05:45,11,1396,DOH000000000000278,0,25,2020-04-17,1,0,4,1,0
"LUZON MEDICAL CENTER, INC.",2020-04-17 10:01:02,2020-04-17 10:01:02,3,1233,DOH000000000000373,0,10,2020-04-17,0,0,4,0,2
"LUZON MEDICAL CENTER, INC.",2020-04-16 14:50:21,2020-04-16 14:50:21,3,584,DOH000000000000373,0,10,2020-04-16,0,0,4,0,2
COTABATO REGIONAL AND MEDICAL CENTER,2020-04-17 14:10:10,2020-04-17 14:10:10,0,1440,DOH000000000000459,0,5,2020-04-17,0,0,4,0,1
