cfname,updateddate,addeddate,hfhudcode,beds_ward_v,reportdate,id,isolbed_v,icu_o,beds_ward_o,icu_v,isolbed_o,mechvent_o,mechvent_v
SURIGAO MEDICAL CENTER INC.,2020-04-18 7:22:47,2020-04-18 7:22:47,DOH000000000000787,0,2020-04-18,1659,2,0,0,0,0,0,1
SURIGAO MEDICAL CENTER INC.,2020-04-17 7:34:05,2020-04-17 7:34:05,DOH000000000000787,0,2020-04-17,809,2,0,0,0,0,0,1
SURIGAO MEDICAL CENTER INC.,2020-04-16 11:39:13,2020-04-16 11:39:13,DOH000000000000787,0,2020-04-16,421,2,0,0,0,0,0,1
HEART OF JESUS HOSPITAL,2020-04-18 10:49:38,2020-04-18 10:49:38,DOH000000000001686,0,2020-04-18,2163,1,0,0,0,2,0,1
HEART OF JESUS HOSPITAL,2020-04-17 10:37:33,2020-04-17 10:37:33,DOH000000000001686,0,2020-04-17,1282,2,0,0,0,1,0,1
HEART OF JESUS HOSPITAL,2020-04-16 16:27:38,2020-04-16 16:27:38,DOH000000000001686,0,2020-04-16,654,2,0,0,0,1,0,1
Conner District Hospital,2020-04-17 8:12:22,2020-04-17 8:12:22,DOH000000000001788,2,2020-04-17,939,3,0,0,0,1,0,1
Conner District Hospital,2020-04-18 6:40:36,2020-04-18 6:40:36,DOH000000000001788,2,2020-04-18,1606,3,0,0,0,1,0,1
NORTHERN PALAWAN PROVINCIAL HOSPITAL,2020-04-18 11:29:50,2020-04-18 11:29:50,DOH000000000001819,12,2020-04-18,2199,0,0,0,0,0,0,1
NORTHERN PALAWAN PROVINCIAL HOSPITAL,2020-04-16 10:52:45,2020-04-16 10:52:45,DOH000000000001819,12,2020-04-16,388,0,0,0,0,0,0,1
"UNIVERSIDAD DE STA. ISABEL DE NAGA, INC.",2020-04-16 8:21:56,2020-04-16 8:21:56,DOH000000000001873,0,2020-04-16,167,2,0,0,0,0,0,1
"UNIVERSIDAD DE STA. ISABEL DE NAGA, INC.",2020-04-18 10:28:47,2020-04-18 10:28:47,DOH000000000001873,0,2020-04-18,2134,2,0,0,0,0,0,1
"UNIVERSIDAD DE STA. ISABEL DE NAGA, INC.",2020-04-17 8:38:22,2020-04-17 8:38:22,DOH000000000001873,0,2020-04-17,1062,2,0,0,0,0,0,1
"ALLAH VALLEY MEDICAL SPECIALISTS CENTER, INC.",2020-04-17 8:48:51,2020-04-17 8:48:51,DOH000000000001902,0,2020-04-17,1097,0,0,0,0,0,0,1
"ALLAH VALLEY MEDICAL SPECIALISTS CENTER, INC.",2020-04-18 8:08:23,2020-04-18 8:08:23,DOH000000000001902,0,2020-04-18,1820,0,0,0,0,0,0,1
MAGALLANES MEDICARE COMMUNITY HOSPITAL,2020-04-17 6:12:07,2020-04-17 6:12:07,DOH000000000002025,0,2020-04-17,736,1,0,0,0,0,0,1
GOV. ROQUE B. ABLAN SR. MEMORIAL HOSPITAL,2020-04-16 7:47:18,2020-04-16 7:47:18,DOH000000000002073,0,2020-04-16,94,8,0,0,2,1,0,1
GOV. ROQUE B. ABLAN SR. MEMORIAL HOSPITAL,2020-04-18 8:11:58,2020-04-18 8:11:58,DOH000000000002073,0,2020-04-18,1839,8,0,0,2,1,0,1
GOV. ROQUE B. ABLAN SR. MEMORIAL HOSPITAL,2020-04-17 8:18:30,2020-04-17 8:18:30,DOH000000000002073,0,2020-04-17,975,8,0,0,2,1,0,1
ROXAS MEDICARE HOSPITAL,2020-04-17 7:46:14,2020-04-17 7:46:14,DOH000000000002119,0,2020-04-17,829,6,0,0,0,2,0,1
ROXAS MEDICARE HOSPITAL,2020-04-16 8:45:58,2020-04-16 8:45:58,DOH000000000002119,0,2020-04-16,224,6,0,0,0,2,0,1
"STA. TERESITA HOSPITAL, INC.",2020-04-16 17:07:06,2020-04-16 17:07:06,DOH000000000002185,2,2020-04-16,673,5,0,0,1,0,0,1
"STA. TERESITA HOSPITAL, INC.",2020-04-17 9:36:11,2020-04-17 9:36:11,DOH000000000002185,2,2020-04-17,1193,5,0,0,1,0,0,1
"PANABO POLYMEDIC HOSPITAL, INC.",2020-04-18 7:57:53,2020-04-18 7:57:53,DOH000000000002595,0,2020-04-18,1740,3,0,0,0,0,0,1
"PANABO POLYMEDIC HOSPITAL, INC.",2020-04-17 7:32:56,2020-04-17 7:32:56,DOH000000000002595,2,2020-04-17,805,1,0,0,0,0,0,1
"PANABO POLYMEDIC HOSPITAL, INC.",2020-04-16 7:26:56,2020-04-16 7:26:56,DOH000000000002595,2,2020-04-16,67,1,0,0,0,0,0,1
NAUJAN MUNICIPAL HOSPITAL,2020-04-16 16:03:11,2020-04-16 16:03:11,DOH000000000002657,0,2020-04-16,637,5,0,0,0,0,0,1
REGION II TRAUMA AND MEDICAL CENTER      (VETERANS REGIONAL,2020-04-17 8:25:46,2020-04-17 8:25:46,DOH000000000002703,10,2020-04-17,1007,33,4,0,0,14,3,1
"DR. AMANDO L. GARCIA MEDICAL CENTER, INC.",2020-04-16 16:47:14,2020-04-16 16:47:14,DOH000000000002820,0,2020-04-16,666,0,0,0,0,4,0,1
"DR. AMANDO L. GARCIA MEDICAL CENTER, INC.",2020-04-18 12:23:08,2020-04-18 12:23:08,DOH000000000002820,0,2020-04-18,2244,0,0,0,0,3,9,1
ANDRES SORIANO MEMORIAL HOSPITAL COOPERATIVE,2020-04-17 7:50:21,2020-04-17 7:50:21,DOH000000000002821,0,2020-04-17,837,3,0,0,1,0,0,1
ANDRES SORIANO MEMORIAL HOSPITAL COOPERATIVE,2020-04-18 7:26:14,2020-04-18 7:26:14,DOH000000000002821,0,2020-04-18,1669,3,0,0,0,0,0,1
ANDRES SORIANO MEMORIAL HOSPITAL COOPERATIVE,2020-04-16 8:04:47,2020-04-16 8:04:47,DOH000000000002821,0,2020-04-16,126,3,0,0,1,0,0,1
"CEBU SOUTH GENERAL HOSPITAL, INC.",2020-04-17 8:21:44,2020-04-17 8:21:44,DOH000000000002930,0,2020-04-17,990,2,0,0,0,0,0,1
LABUAN GENERAL HOSPITAL,2020-04-16 9:18:19,2020-04-16 9:18:19,DOH000000000003075,0,2020-04-16,283,1,0,0,0,0,0,1
LABUAN GENERAL HOSPITAL,2020-04-18 8:13:31,2020-04-18 8:13:31,DOH000000000003075,0,2020-04-18,1849,1,0,0,0,0,0,1
LABUAN GENERAL HOSPITAL,2020-04-17 8:36:04,2020-04-17 8:36:04,DOH000000000003075,0,2020-04-17,1050,0,0,0,1,0,0,1
MEDICAL CENTRUM DAGUPAN,2020-04-16 10:18:32,2020-04-16 10:18:32,DOH000000000003120,1,2020-04-16,355,1,0,0,1,0,0,1
BUNAWAN DISTRICT HOSPITAL,2020-04-17 8:26:04,2020-04-17 8:26:04,DOH000000000003192,0,2020-04-17,1008,2,0,0,0,0,0,1
BUNAWAN DISTRICT HOSPITAL,2020-04-18 8:18:05,2020-04-18 8:18:05,DOH000000000003192,0,2020-04-18,1869,2,0,0,0,0,0,1
BUNAWAN DISTRICT HOSPITAL,2020-04-16 8:17:05,2020-04-16 8:17:05,DOH000000000003192,0,2020-04-16,157,2,0,0,0,0,0,1
R DE C GALVEZ MEDICAL CENTER,2020-04-16 13:59:51,2020-04-16 13:59:51,DOH000000000003246,0,2020-04-16,533,0,0,0,0,1,0,1
R DE C GALVEZ MEDICAL CENTER,2020-04-17 9:35:26,2020-04-17 9:35:26,DOH000000000003246,1,2020-04-17,1190,0,0,0,0,0,0,1
MOTHER TERESA OF CALCUTTA MEDICAL CENTER,2020-04-16 17:59:34,2020-04-16 17:59:01,DOH000000000003314,0,2020-04-16,696,0,0,4,0,4,0,1
MOTHER TERESA OF CALCUTTA MEDICAL CENTER,2020-04-18 8:58:35,2020-04-18 8:58:35,DOH000000000003314,1,2020-04-18,1999,1,0,3,0,3,0,1
MOTHER TERESA OF CALCUTTA MEDICAL CENTER,2020-04-17 10:33:16,2020-04-17 10:33:16,DOH000000000003314,0,2020-04-17,1278,0,0,4,0,4,0,1
Far North Luzon General Hospital & Training Center,2020-04-18 9:43:20,2020-04-18 9:43:20,DOH000000000003376,2,2020-04-18,2090,12,0,0,1,0,0,1
Far North Luzon General Hospital & Training Center,2020-04-17 10:52:27,2020-04-17 10:52:27,DOH000000000003376,2,2020-04-17,1296,12,0,0,1,0,0,1
"BUTUAN PUERICULTURE CENTER NO. 394, INC.",2020-04-17 8:52:44,2020-04-17 8:52:44,DOH000000000003385,0,2020-04-17,1111,1,0,0,2,0,0,1
"BUTUAN PUERICULTURE CENTER NO. 394, INC.",2020-04-16 15:25:02,2020-04-16 15:25:02,DOH000000000003385,0,2020-04-16,609,2,0,0,2,0,0,1
ABORLAN MEDICAL HOSPITAL,2020-04-16 11:14:58,2020-04-16 11:14:58,DOH000000000003409,0,2020-04-16,405,4,0,0,0,0,0,1
ABORLAN MEDICAL HOSPITAL,2020-04-17 8:53:28,2020-04-17 8:53:28,DOH000000000003409,0,2020-04-17,1112,4,0,0,0,0,0,1
ABORLAN MEDICAL HOSPITAL,2020-04-18 8:50:52,2020-04-18 8:50:52,DOH000000000003409,0,2020-04-18,1981,4,0,0,0,0,0,1
NASIPIT DISTRICT HOSPITAL,2020-04-16 8:37:06,2020-04-16 8:37:06,DOH000000000003564,0,2020-04-16,196,13,0,0,0,1,0,1
NASIPIT DISTRICT HOSPITAL,2020-04-18 8:12:21,2020-04-18 8:12:21,DOH000000000003564,0,2020-04-18,1843,13,0,0,0,1,0,1
NASIPIT DISTRICT HOSPITAL,2020-04-17 8:14:58,2020-04-17 8:14:58,DOH000000000003564,0,2020-04-17,955,13,0,0,0,1,0,1
SORSOGON MEDICAL MISSION GROUP HOSPITAL AND HEALTH SERVICES,2020-04-17 8:19:35,2020-04-17 8:19:35,DOH000000000003620,0,2020-04-17,979,0,2,0,0,3,1,1
SORSOGON MEDICAL MISSION GROUP HOSPITAL AND HEALTH SERVICES,2020-04-16 8:37:30,2020-04-16 8:37:30,DOH000000000003620,0,2020-04-16,197,0,2,0,0,3,1,1
MISAMIS UNIVERSITY MEDICAL CENTER,2020-04-16 7:31:15,2020-04-16 7:31:15,DOH000000000003625,0,2020-04-16,75,1,0,0,2,0,0,1
"MERCY COMMUNITY HOSPITAL, INC.",2020-04-18 12:34:59,2020-04-18 12:34:59,DOH000000000003716,0,2020-04-18,2254,3,0,0,0,0,2,1
"MERCY COMMUNITY HOSPITAL, INC.",2020-04-17 8:04:52,2020-04-17 8:04:52,DOH000000000003716,0,2020-04-17,895,3,0,0,0,0,2,1
CAVITE MEDICAL CENTER,2020-04-16 14:21:30,2020-04-16 14:21:30,DOH000000000003802,0,2020-04-16,561,1,0,0,0,1,0,1
"BRENT HOSPITAL AND COLLEGES, INC.",2020-04-17 7:29:41,2020-04-17 7:29:41,DOH000000000003808,0,2020-04-17,798,0,0,1,0,0,0,1
"BRENT HOSPITAL AND COLLEGES, INC.",2020-04-16 7:30:49,2020-04-16 7:30:49,DOH000000000003808,0,2020-04-16,74,0,0,1,0,0,0,1
"BRENT HOSPITAL AND COLLEGES, INC.",2020-04-18 10:45:54,2020-04-18 10:45:54,DOH000000000003808,0,2020-04-18,2157,0,0,1,0,0,0,1
PREMIERE MEDICAL CENTER,2020-04-17 10:03:28,2020-04-17 10:03:28,DOH000000000003960,0,2020-04-17,1237,1,1,0,3,0,1,1
NOTRE DAME DE CHARTRES HOSPITAL,2020-04-17 11:42:23,2020-04-17 11:42:23,DOH000000000004003,0,2020-04-17,1347,1,1,0,0,2,0,1
ST. LOUIS HOSPITAL,2020-04-18 9:01:41,2020-04-18 9:01:41,DOH000000000004271,0,2020-04-18,2006,2,0,0,0,0,0,1
ST. LOUIS HOSPITAL,2020-04-17 9:33:19,2020-04-17 9:33:19,DOH000000000004271,0,2020-04-17,1187,2,0,0,0,0,0,1
ST. LOUIS HOSPITAL,2020-04-16 9:27:41,2020-04-16 9:27:41,DOH000000000004271,0,2020-04-16,296,2,0,0,0,0,0,1
"ESTEVEZ MEMORIAL HOSPITAL, INC.",2020-04-16 6:06:30,2020-04-16 6:06:30,DOH000000000004308,1,2020-04-16,18,1,0,0,1,0,0,1
"ESTEVEZ MEMORIAL HOSPITAL, INC.",2020-04-18 7:16:47,2020-04-18 7:16:47,DOH000000000004308,1,2020-04-18,1647,1,0,0,1,0,0,1
"ESTEVEZ MEMORIAL HOSPITAL, INC.",2020-04-17 2:20:02,2020-04-17 2:20:02,DOH000000000004308,1,2020-04-17,722,1,0,0,1,0,0,1
"SUMC FOUNDATION, INC.",2020-04-18 13:03:14,2020-04-18 13:03:14,DOH000000000004358,0,2020-04-18,2267,1,0,0,2,4,0,1
"SUMC FOUNDATION, INC.",2020-04-16 16:33:48,2020-04-16 16:33:48,DOH000000000004358,0,2020-04-16,658,3,2,0,0,2,0,1
OUR LADY OF LOURDES HOSPITAL,2020-04-16 8:05:02,2020-04-16 8:05:02,DOH000000000004384,0,2020-04-16,128,1,0,0,1,0,0,1
OUR LADY OF LOURDES HOSPITAL,2020-04-17 7:25:16,2020-04-17 7:25:16,DOH000000000004384,0,2020-04-17,787,2,0,0,2,0,0,1
OUR LADY OF LOURDES HOSPITAL,2020-04-18 7:28:34,2020-04-18 7:28:34,DOH000000000004384,0,2020-04-18,1672,2,0,0,2,0,0,1
BULACAN MEDICAL CENTER,2020-04-18 11:36:15,2020-04-18 11:36:15,DOH000000000004460,0,2020-04-18,2204,0,0,0,0,0,0,1
BULACAN MEDICAL CENTER,2020-04-17 16:21:00,2020-04-17 16:21:00,DOH000000000004460,0,2020-04-17,1516,0,0,0,0,0,0,1
SANTISSIMA TRINIDAD HOSPITAL OF DAET,2020-04-16 8:53:44,2020-04-16 8:53:44,DOH000000000004474,7,2020-04-16,242,0,0,0,7,0,0,1
SANTISSIMA TRINIDAD HOSPITAL OF DAET,2020-04-17 8:51:37,2020-04-17 8:51:37,DOH000000000004474,7,2020-04-17,1105,0,0,0,7,0,0,1
SANTISSIMA TRINIDAD HOSPITAL OF DAET,2020-04-18 8:01:06,2020-04-18 8:01:06,DOH000000000004474,7,2020-04-18,1765,0,0,0,7,0,0,1
DAVAO DOCTORS HOSPITAL,2020-04-18 7:51:30,2020-04-18 7:51:30,DOH000000000004534,0,2020-04-18,1721,4,0,0,1,0,0,1
DAVAO DOCTORS HOSPITAL,2020-04-16 10:41:17,2020-04-16 10:41:17,DOH000000000004534,0,2020-04-16,377,4,0,0,1,0,0,1
DAVAO DOCTORS HOSPITAL,2020-04-17 9:29:18,2020-04-17 9:29:18,DOH000000000004534,0,2020-04-17,1180,4,0,0,1,0,0,1
BATAAN ST. JOSEPH HOSPITAL & MEDICAL CENTER CORP.,2020-04-17 7:13:02,2020-04-17 7:13:02,DOH000000000004569,0,2020-04-17,772,0,0,5,0,5,0,1
BATAAN ST. JOSEPH HOSPITAL & MEDICAL CENTER CORP.,2020-04-18 8:31:12,2020-04-18 8:31:12,DOH000000000004569,0,2020-04-18,1923,0,0,5,1,5,0,1
D.O. PLAZA MEMORIAL HOSPITAL,2020-04-18 9:01:43,2020-04-18 9:01:43,DOH000000000004611,0,2020-04-18,2007,2,0,0,0,0,0,1
PRES. RAMON MAGSAYSAY MEMORIAL HOSPITAL,2020-04-16 14:43:00,2020-04-16 14:43:00,DOH000000000004704,4,2020-04-16,578,6,0,4,4,20,0,1
PRES. RAMON MAGSAYSAY MEMORIAL HOSPITAL,2020-04-17 13:57:56,2020-04-17 13:57:56,DOH000000000004704,3,2020-04-17,1436,5,0,5,4,21,0,1
ADELA SERRA TY MEMORIAL MEDICAL CENTER,2020-04-17 17:25:06,2020-04-17 17:25:06,DOH000000000004707,12,2020-04-17,1551,12,0,0,4,0,0,1
ADELA SERRA TY MEMORIAL MEDICAL CENTER,2020-04-18 10:08:31,2020-04-18 10:08:31,DOH000000000004707,12,2020-04-18,2114,12,0,0,4,0,0,1
PAGADIAN CITY MEDICAL CENTER,2020-04-17 8:04:07,2020-04-17 8:04:07,DOH000000000004798,0,2020-04-17,891,6,0,0,0,3,0,1
PAGADIAN CITY MEDICAL CENTER,2020-04-18 7:03:20,2020-04-18 7:03:20,DOH000000000004798,0,2020-04-18,1631,8,0,0,0,1,0,1
SAN LAZARO HOSPITAL,2020-04-18 8:35:07,2020-04-18 8:35:07,DOH000000000004799,0,2020-04-18,1935,15,7,0,1,25,3,1
CAMP NAVARRO GENERAL HOSPITAL,2020-04-18 7:57:58,2020-04-18 7:57:58,DOH000000000004969,0,2020-04-18,1741,15,0,0,0,0,0,1
CAMP NAVARRO GENERAL HOSPITAL,2020-04-17 8:04:17,2020-04-17 8:04:17,DOH000000000004969,0,2020-04-17,892,15,0,0,0,0,0,1
CAMP NAVARRO GENERAL HOSPITAL,2020-04-16 6:34:25,2020-04-16 6:34:25,DOH000000000004969,0,2020-04-16,23,15,0,0,0,0,0,1
"UNIVERSITY OF SANTO TOMAS (UST) - LEGAZPI, INC. (formerly AQ",2020-04-16 10:02:14,2020-04-16 10:02:14,DOH000000000004999,0,2020-04-16,336,5,0,0,2,0,0,1
"UNIVERSITY OF SANTO TOMAS (UST) - LEGAZPI, INC. (formerly AQ",2020-04-17 10:31:40,2020-04-17 10:31:40,DOH000000000004999,2,2020-04-17,1274,0,0,0,2,0,0,1
"UNIVERSITY OF SANTO TOMAS (UST) - LEGAZPI, INC. (formerly AQ",2020-04-18 10:10:02,2020-04-18 10:10:02,DOH000000000004999,2,2020-04-18,2117,1,0,0,2,0,0,1
R.O. DIAGAN COOPERATIVE HOSPITAL,2020-04-17 7:14:34,2020-04-17 7:14:34,DOH000000000005018,0,2020-04-17,775,3,0,0,3,0,0,1
R.O. DIAGAN COOPERATIVE HOSPITAL,2020-04-16 9:59:09,2020-04-16 9:59:09,DOH000000000005018,0,2020-04-16,328,3,0,0,3,0,0,1
MALITA DISTRICT HOSPITAL,2020-04-16 12:22:00,2020-04-16 12:22:00,DOH000000000005024,0,2020-04-16,470,2,0,0,0,0,0,1
MALITA DISTRICT HOSPITAL,2020-04-18 10:35:10,2020-04-18 10:35:10,DOH000000000005024,0,2020-04-18,2144,1,0,0,0,1,0,1
MALITA DISTRICT HOSPITAL,2020-04-17 11:50:22,2020-04-17 11:50:22,DOH000000000005024,0,2020-04-17,1351,1,0,0,0,1,0,1
ROXAS MEMORIAL PROVINCIAL HOSPITAL,2020-04-16 15:13:46,2020-04-16 15:13:46,DOH000000000005029,7,2020-04-16,599,86,1,1,6,1,1,1
ROXAS MEMORIAL PROVINCIAL HOSPITAL,2020-04-17 11:12:48,2020-04-17 11:12:48,DOH000000000005029,7,2020-04-17,1314,85,1,1,6,2,1,1
ROXAS MEMORIAL PROVINCIAL HOSPITAL,2020-04-18 13:52:56,2020-04-18 13:52:56,DOH000000000005029,7,2020-04-18,2291,84,1,1,6,3,1,1
JESUS NAZARENE GENERAL HOSPITAL,2020-04-17 7:03:03,2020-04-17 7:03:03,DOH000000000005122,0,2020-04-17,763,1,0,0,1,0,0,1
JESUS NAZARENE GENERAL HOSPITAL,2020-04-18 8:19:46,2020-04-18 8:19:46,DOH000000000005122,0,2020-04-18,1882,1,0,0,1,0,0,1
"ADVENTIST MEDICAL CENTER-VALENCIA CITY, INC.",2020-04-17 16:21:42,2020-04-17 16:21:42,DOH000000000005127,0,2020-04-17,1517,0,0,0,0,0,0,1
"ADVENTIST MEDICAL CENTER-VALENCIA CITY, INC.",2020-04-16 11:32:43,2020-04-16 11:32:43,DOH000000000005127,0,2020-04-16,417,0,0,0,0,0,0,1
"ST. JOHN HOSPITAL, INC.",2020-04-17 6:57:32,2020-04-17 6:57:32,DOH000000000005199,1,2020-04-17,756,1,0,0,2,0,0,1
"ST. JOHN HOSPITAL, INC.",2020-04-18 6:53:52,2020-04-18 6:53:52,DOH000000000005199,1,2020-04-18,1619,1,0,0,1,0,0,1
"ST. JOHN HOSPITAL, INC.",2020-04-16 6:53:55,2020-04-16 6:53:55,DOH000000000005199,1,2020-04-16,40,1,0,0,2,0,0,1
"MARIA ESTRELLA GENERAL HOSPITAL, INC.",2020-04-16 8:28:44,2020-04-16 8:28:44,DOH000000000005225,0,2020-04-16,178,0,0,0,0,4,0,1
"MARIA ESTRELLA GENERAL HOSPITAL, INC.",2020-04-18 12:08:39,2020-04-18 12:08:39,DOH000000000005225,0,2020-04-18,2235,0,0,0,0,4,0,1
"MARIA ESTRELLA GENERAL HOSPITAL, INC.",2020-04-17 9:51:29,2020-04-17 9:51:29,DOH000000000005225,0,2020-04-17,1220,0,0,0,0,4,0,1
METRO VIGAN MULTI-PURPOSE COOPERATIVE HOSPITAL,2020-04-17 7:55:08,2020-04-17 7:55:08,DOH000000000005234,1,2020-04-17,855,1,0,0,1,0,0,1
METRO VIGAN MULTI-PURPOSE COOPERATIVE HOSPITAL,2020-04-16 17:37:06,2020-04-16 17:37:06,DOH000000000005234,1,2020-04-16,687,1,0,0,1,0,0,1
METRO VIGAN MULTI-PURPOSE COOPERATIVE HOSPITAL,2020-04-18 8:32:47,2020-04-18 8:32:47,DOH000000000005234,1,2020-04-18,1926,1,0,0,1,0,0,1
"LOS BA?OS DOCTORS HOSPITAL AND MEDICAL CENTER, INCORPORATED",2020-04-18 9:12:14,2020-04-18 9:12:14,DOH000000000005253,0,2020-04-18,2033,7,2,0,3,7,0,1
"BROKENSHIRE INTEGRATED HEALTH MINISTRIES, INC.",2020-04-18 10:47:33,2020-04-18 10:47:33,DOH000000000005288,1,2020-04-18,2159,1,0,0,2,0,0,1
"BROKENSHIRE INTEGRATED HEALTH MINISTRIES, INC.",2020-04-16 11:01:32,2020-04-16 11:01:32,DOH000000000005288,1,2020-04-16,394,1,4,0,8,0,0,1
"BROKENSHIRE INTEGRATED HEALTH MINISTRIES, INC.",2020-04-17 11:21:57,2020-04-17 11:21:57,DOH000000000005288,1,2020-04-17,1328,1,6,0,2,0,0,1
Don Emilio del Valle Memorial Hospital,2020-04-16 13:24:06,2020-04-16 13:24:06,DOH000000000005353,3,2020-04-16,511,10,0,0,13,0,0,1
Don Emilio del Valle Memorial Hospital,2020-04-17 10:05:27,2020-04-17 10:05:27,DOH000000000005353,3,2020-04-17,1241,10,0,0,13,0,0,1
GOVERNOR CELESTINO GALLARES MEMORIAL HOSPITAL,2020-04-17 16:15:30,2020-04-17 16:15:30,DOH000000000005389,0,2020-04-17,1513,4,3,0,4,14,2,1
"OUR LADY OF MERCY GENERAL HOSPITAL, INC.",2020-04-17 9:35:30,2020-04-17 9:35:30,DOH000000000005417,0,2020-04-17,1191,1,0,0,0,0,0,1
"OUR LADY OF MERCY GENERAL HOSPITAL, INC.",2020-04-16 9:39:57,2020-04-16 9:39:57,DOH000000000005417,0,2020-04-16,309,1,0,0,0,0,0,1
"URDANETA SACRED HEART HOSPITAL, INC.",2020-04-17 14:51:53,2020-04-17 14:51:53,DOH000000000005449,0,2020-04-17,1462,1,0,0,0,0,0,1
"URDANETA SACRED HEART HOSPITAL, INC.",2020-04-16 15:18:50,2020-04-16 15:18:50,DOH000000000005449,0,2020-04-16,606,1,0,0,0,0,0,1
ISABELA DOCTORS GENERAL HOSPITAL,2020-04-17 15:02:30,2020-04-17 15:02:30,DOH000000000005453,0,2020-04-17,1470,0,0,0,0,0,0,1
ISABELA DOCTORS GENERAL HOSPITAL,2020-04-18 8:46:41,2020-04-18 8:46:41,DOH000000000005453,0,2020-04-18,1964,2,0,0,1,5,0,1
DR. DOMINGO B. TAMONDONG MEMORIAL HOSPITAL & COLLEGE FOUNDAT,2020-04-17 8:05:39,2020-04-17 8:05:39,DOH000000000005504,0,2020-04-17,899,1,0,0,0,0,1,1
DR. DOMINGO B. TAMONDONG MEMORIAL HOSPITAL & COLLEGE FOUNDAT,2020-04-16 7:35:43,2020-04-16 7:35:43,DOH000000000005504,0,2020-04-16,79,1,0,0,0,0,0,1
DR. DOMINGO B. TAMONDONG MEMORIAL HOSPITAL & COLLEGE FOUNDAT,2020-04-18 7:33:48,2020-04-18 7:33:48,DOH000000000005504,0,2020-04-18,1678,1,0,0,0,0,0,1
"ST. PAUL HOSPITAL BULACAN, INC.",2020-04-18 9:01:11,2020-04-18 9:01:11,DOH000000000005565,0,2020-04-18,2004,1,0,0,1,0,0,1
"ST. PAUL HOSPITAL BULACAN, INC.",2020-04-17 9:06:58,2020-04-17 9:06:58,DOH000000000005565,0,2020-04-17,1145,1,0,0,1,0,0,1
LA UNION MEDICAL DIAGNOSTIC CENTER AND HOSPITAL,2020-04-17 11:17:32,2020-04-17 11:17:32,DOH000000000005674,0,2020-04-17,1324,0,0,0,0,2,0,1
LA UNION MEDICAL DIAGNOSTIC CENTER AND HOSPITAL,2020-04-18 7:47:11,2020-04-18 7:47:11,DOH000000000005674,0,2020-04-18,1707,0,0,0,0,2,0,1
LA UNION MEDICAL DIAGNOSTIC CENTER AND HOSPITAL,2020-04-16 12:15:05,2020-04-16 12:15:05,DOH000000000005674,0,2020-04-16,461,1,0,0,0,1,0,1
SIBUYAN DISTRICT HOSPITAL,2020-04-16 8:55:03,2020-04-16 8:55:03,DOH000000000005786,13,2020-04-16,244,1,0,0,13,0,0,1
SIBUYAN DISTRICT HOSPITAL,2020-04-18 11:32:01,2020-04-18 11:32:01,DOH000000000005786,1,2020-04-18,2201,13,0,0,0,0,0,1
SIBUYAN DISTRICT HOSPITAL,2020-04-17 10:38:42,2020-04-17 10:38:42,DOH000000000005786,1,2020-04-17,1285,13,0,0,0,0,0,1
"NAZARENUS COLLEGE AND HOSPITAL FOUNDATION, INC.",2020-04-17 8:01:42,2020-04-17 8:01:42,DOH000000000005986,0,2020-04-17,881,1,0,0,0,0,0,1
"NAZARENUS COLLEGE AND HOSPITAL FOUNDATION, INC.",2020-04-16 8:07:47,2020-04-16 8:07:47,DOH000000000005986,0,2020-04-16,140,1,0,0,0,0,0,1
"NAZARENUS COLLEGE AND HOSPITAL FOUNDATION, INC.",2020-04-18 9:01:13,2020-04-18 9:01:13,DOH000000000005986,0,2020-04-18,2005,1,0,0,0,0,0,1
"BATANGAS HEALTH CARE HOSPITAL, JESUS OF NAZARETH",2020-04-17 8:28:15,2020-04-17 8:28:15,DOH000000000005998,0,2020-04-17,1014,0,0,0,0,2,0,1
"BATANGAS HEALTH CARE HOSPITAL, JESUS OF NAZARETH",2020-04-16 12:18:41,2020-04-16 12:18:41,DOH000000000005998,0,2020-04-16,464,0,0,0,0,2,0,1
"BATANGAS HEALTH CARE HOSPITAL, JESUS OF NAZARETH",2020-04-18 11:47:32,2020-04-18 11:47:32,DOH000000000005998,0,2020-04-18,2224,1,0,0,0,1,0,1
J. CABAHUG HOSPITAL,2020-04-17 8:22:33,2020-04-17 8:22:33,DOH000000000006019,0,2020-04-17,994,1,0,0,0,0,0,1
J. CABAHUG HOSPITAL,2020-04-18 8:12:41,2020-04-18 8:12:41,DOH000000000006019,0,2020-04-18,1845,1,0,0,0,0,0,1
J. CABAHUG HOSPITAL,2020-04-16 10:38:13,2020-04-16 10:38:13,DOH000000000006019,0,2020-04-16,375,1,0,0,0,0,0,1
"MARY JOHNSTON HOSPITAL, INC.",2020-04-17 14:38:27,2020-04-17 14:38:27,DOH000000000006037,0,2020-04-17,1454,0,0,0,0,8,0,1
"MARY JOHNSTON HOSPITAL, INC.",2020-04-16 11:57:32,2020-04-16 11:57:32,DOH000000000006037,0,2020-04-16,444,0,0,0,0,7,0,1
"MARY JOHNSTON HOSPITAL, INC.",2020-04-18 9:12:31,2020-04-18 9:12:31,DOH000000000006037,0,2020-04-18,2034,0,0,0,0,9,0,1
"MAYOR HILARION A. RAMIRO, SR., MEDICAL CENTER",2020-04-16 17:58:09,2020-04-16 17:58:09,DOH000000000006039,8,2020-04-16,695,13,0,0,0,1,0,1
